pm2.5,dew_point,temperature,pressure,wind_direction,wind_speed,hours,rain_hours
151,22,30,1004,SE,89.85,0,0
125,22,32,1004,SE,93.87,0,0
101,21,32,1004,SE,99.68,0,0
92,19,32,1004,SE,104.6,0,0
97,19,34,1003,SE,110.41,0,0
86,19,35,1002,SE,116.22,0,0
84,18,34,1002,SE,123.37,0,0
89,18,34,1001,SE,129.18,0,0
89,20,33,1001,SE,133.2,0,0
86,20,32,1001,SE,137.22,0,0
92,20,31,1001,SE,141.24,0,0
86,21,30,1001,SE,146.16,0,0
85,20,30,1002,SE,151.08,0,0
83,22,28,1003,SE,160.02,0,1
82,23,24,1004,SE,161.81,0,3
78,22,23,1003,SE,164.94,0,5
69,22,24,1004,SE,166.73,0,6
52,21,23,1003,cv,0.89,0,7
53,22,23,1003,SE,4.02,0,8
88,22,23,1004,cv,0.89,0,0
117,22,23,1004,NW,1.79,0,0
113,22,23,1004,NW,4.92,0,1
142,22,23,1005,NE,3.13,0,2
134,22,23,1006,cv,0.89,0,0
159,22,24,1006,NE,1.79,0,0
151,21,25,1006,SE,1.79,0,0
149,21,26,1006,SE,4.92,0,0
148,21,26,1007,SE,6.71,0,0
132,21,27,1006,SE,8.5,0,0
130,22,28,1006,SE,10.29,0,0
122,22,28,1006,SE,13.42,0,0
112,22,28,1005,SE,16.55,0,0
130,21,28,1005,SE,18.34,0,0
144,22,27,1005,SE,20.13,0,0
157,22,27,1005,SE,21.92,0,0
185,22,26,1006,SE,22.81,0,0
199,22,25,1007,SE,24.6,0,0
212,22,25,1007,SE,26.39,0,0
211,22,24,1007,cv,0.89,0,0
201,22,25,1008,cv,1.78,0,0
193,22,25,1008,cv,2.67,0,0
198,23,25,1008,SE,3.13,0,0
187,23,25,1008,SE,4.92,0,0
184,22,24,1007,SE,6.71,0,0
192,23,24,1008,cv,0.89,0,0
208,23,24,1008,SE,1.79,0,0
219,23,24,1008,SE,3.58,0,0
250,23,25,1008,SE,5.37,0,0
227,23,26,1008,SE,7.16,0,0
210,23,27,1008,SE,8.95,0,0
176,22,28,1008,SE,10.74,0,0
180,22,29,1007,SE,13.87,0,0
164,22,30,1007,SE,17,0,0
163,22,31,1006,SE,20.13,0,0
155,22,31,1006,SE,24.15,0,0
134,22,31,1005,SE,28.17,0,0
134,22,30,1005,SE,31.3,0,0
122,22,30,1004,SE,33.09,0,0
125,22,29,1005,SE,34.88,0,0
135,22,28,1005,SE,36.67,0,0
167,22,27,1006,SE,38.46,0,0
187,22,27,1007,SE,40.25,0,0
206,22,26,1006,SE,42.04,0,0
196,22,26,1007,SE,43.83,0,0
154,22,26,1007,SE,45.62,0,0
120,22,25,1006,SE,47.41,0,0
135,22,25,1006,cv,0.89,0,0
132,22,24,1006,SE,1.79,0,0
136,22,24,1006,SE,3.58,0,0
146,23,24,1007,NW,0.89,0,0
159,23,25,1007,SE,1.79,0,0
179,23,26,1007,SE,3.58,0,0
185,23,26,1008,SE,5.37,0,0
152,23,28,1007,SE,8.5,0,0
112,23,29,1007,SE,10.29,0,0
123,22,31,1007,cv,1.79,0,0
109,22,32,1006,cv,3.58,0,0
103,22,32,1006,SE,1.79,0,0
98,22,32,1005,SE,4.92,0,0
94,22,32,1005,SE,8.05,0,0
106,22,32,1005,SE,11.18,0,0
115,23,31,1005,SE,14.31,0,0
124,23,30,1005,SE,16.1,0,0
134,23,29,1005,SE,17.89,0,0
134,23,28,1006,cv,0.89,0,0
137,24,27,1006,cv,1.78,0,0
101,24,26,1006,SE,0.89,0,0
78,24,26,1005,SE,1.78,0,0
79,24,26,1005,SE,3.57,0,0
85,24,26,1005,SE,5.36,0,0
93,24,26,1005,SE,8.49,0,0
88,23,25,1005,SE,10.28,0,0
78,23,25,1005,cv,0.89,0,0
69,24,25,1005,cv,1.78,0,0
62,24,26,1005,SE,3.13,0,0
57,24,27,1005,SE,4.92,0,0
77,24,28,1005,cv,0.89,0,0
87,25,29,1004,cv,1.78,0,0
97,25,31,1004,cv,2.67,0,0
101,24,32,1003,cv,3.56,0,0
112,24,33,1002,cv,5.35,0,0
109,24,33,1002,cv,7.14,0,0
110,24,34,1001,SE,1.79,0,0
104,24,34,1001,SE,3.58,0,0
104,24,34,1001,SE,6.71,0,0
101,23,33,1000,SE,9.84,0,0
100,23,32,1001,SE,13.86,0,0
113,24,30,1001,cv,0.89,0,0
115,23,31,1002,SE,1.79,0,0
121,24,28,1001,cv,0.45,0,0
119,24,27,1002,NE,0.89,0,0
138,24,27,1001,NE,2.68,0,0
146,24,27,1001,SE,0.89,0,0
158,25,26,1001,cv,0.89,0,0
184,24,26,1001,SE,0.89,0,0
190,25,26,1001,cv,0.89,0,0
201,24,26,1001,cv,1.78,0,0
175,24,26,1001,cv,2.23,0,0
132,24,27,1002,NE,0.89,0,0
102,25,29,1002,NE,2.68,0,0
88,24,31,1002,NW,1.79,0,0
74,24,32,1001,cv,0.45,0,0
74,24,34,1001,cv,1.34,0,0
82,24,34,1001,cv,2.23,0,0
73,24,34,1000,cv,3.12,0,0
95,24,34,999,NW,4.02,0,0
76,24,34,1000,NW,8.04,0,0
102,24,33,1000,NW,12.96,0,0
72,23,29,1000,SE,4.92,0,0
69,23,28,1000,cv,0.89,0,0
52,24,29,1000,cv,1.78,0,0
54,24,27,1001,SE,1.79,0,0
67,23,27,1002,SE,3.58,0,0
63,23,27,1002,SE,4.47,0,0
67,23,27,1001,cv,0.45,0,0
74,24,26,1001,NE,0.89,0,0
80,24,26,1001,cv,0.89,0,0
92,24,26,1001,SE,0.89,0,1
89,24,26,1001,cv,0.89,0,2
82,24,26,1001,NW,0.89,0,3
92,24,26,1001,NW,2.68,0,0
90,24,26,1002,cv,0.89,0,0
90,22,27,1002,NE,3.13,0,0
59,20,28,1003,NE,8.05,0,0
12,19,26,1003,NE,12.97,0,1
10,19,26,1004,NE,18.78,0,2
7,18,26,1005,NE,24.59,0,0
5,19,22,1005,NE,30.4,0,1
7,19,22,1006,NE,33.53,0,2
7,19,21,1006,NW,3.13,0,3
6,19,21,1006,NE,3.13,0,4
4,19,22,1006,NE,4.92,0,0
7,19,23,1006,NW,4.02,0,0
7,18,22,1006,NW,7.15,0,0
4,18,23,1006,NE,1.79,0,0
2,18,22,1006,NW,1.79,0,0
2,18,21,1007,NW,4.92,0,0
4,18,21,1007,NW,6.71,0,0
4,18,21,1006,NW,8.5,0,0
6,18,20,1006,NW,10.29,0,0
14,17,20,1007,NE,1.79,0,0
13,18,20,1006,cv,0.89,0,0
10,18,19,1007,NW,1.79,0,0
8,18,20,1007,NW,3.58,0,0
9,17,20,1007,NW,6.71,0,0
11,18,19,1007,NW,9.84,0,0
14,18,21,1007,NW,12.97,0,0
16,18,22,1008,NW,16.1,0,0
14,19,24,1008,NW,19.23,0,0
25,18,27,1008,cv,0.89,0,0
25,19,28,1008,cv,1.78,0,0
31,17,29,1007,cv,2.67,0,0
27,17,30,1006,SE,1.79,0,0
26,14,32,1006,SE,3.58,0,0
28,15,31,1005,SE,5.37,0,0
32,16,31,1005,SE,8.5,0,0
51,18,30,1005,SE,11.63,0,0
32,19,29,1005,SE,14.76,0,0
25,20,29,1005,SE,17.89,0,0
23,19,28,1006,SE,19.68,0,0
27,21,26,1007,SE,20.57,0,0
28,21,25,1006,SE,21.46,0,0
26,21,24,1006,cv,0.89,0,0
32,21,23,1007,SE,0.89,0,0
34,21,23,1006,NE,1.79,0,0
48,21,22,1007,NE,3.58,0,0
49,21,22,1007,NW,0.89,0,0
60,20,22,1006,NW,2.68,0,0
63,19,23,1007,NW,5.81,0,0
62,19,22,1008,NW,8.94,0,0
68,19,24,1008,NW,12.96,0,0
63,19,27,1008,NW,16.09,0,0
50,16,29,1008,NE,4.02,0,0
23,16,31,1008,NW,4.02,0,0
16,14,32,1008,NE,4.02,0,0
8,12,33,1007,NE,8.94,0,0
6,12,34,1007,NE,13.86,0,0
3,11,33,1006,NE,17.88,0,0
2,10,33,1006,NE,21.01,0,0
5,12,33,1006,SE,1.79,0,0
4,11,33,1006,SE,3.58,0,0
8,10,33,1006,SE,6.71,0,0
15,18,30,1006,SE,11.63,0,0
25,19,28,1007,SE,14.76,0,0
28,20,27,1008,SE,17.89,0,0
46,20,26,1008,SE,21.02,0,0
71,19,24,1009,SE,22.81,0,0
125,19,23,1009,cv,0.89,0,0
142,19,22,1009,NE,0.89,0,0
105,19,22,1009,cv,0.89,0,0
101,19,21,1009,SE,0.89,0,0
89,19,21,1009,NE,0.89,0,0
93,18,20,1010,NW,4.02,0,0
85,18,21,1010,NW,7.15,0,0
62,18,23,1010,NW,8.94,0,0
40,17,25,1010,NW,12.96,0,0
52,17,28,1010,NW,16.09,0,0
62,16,29,1010,NE,3.13,0,0
55,14,30,1010,cv,0.89,0,0
48,13,31,1009,SE,1.79,0,0
41,15,33,1009,cv,1.79,0,0
39,15,32,1008,SE,3.13,0,0
43,15,33,1008,SE,6.26,0,0
43,14,32,1007,SE,10.28,0,0
44,15,32,1007,SE,14.3,0,0
37,16,30,1007,SE,18.32,0,0
40,18,29,1008,SE,21.45,0,0
64,17,28,1008,SE,24.58,0,0
48,17,27,1009,SE,27.71,0,0
56,17,26,1009,SE,29.5,0,0
41,17,25,1009,SE,31.29,0,0
48,17,25,1009,SE,34.42,0,0
29,18,23,1009,cv,0.89,0,0
40,18,22,1009,NE,1.79,0,0
42,18,21,1009,cv,0.89,0,0
47,18,20,1009,cv,1.78,0,0
51,18,21,1010,cv,2.67,0,0
69,18,21,1010,NE,0.89,0,0
79,19,23,1010,cv,0.89,0,0
90,19,26,1010,cv,1.78,0,0
83,17,27,1010,cv,2.67,0,0
76,18,28,1010,SE,1.79,0,0
85,18,29,1009,SE,3.58,0,0
72,17,31,1009,SE,6.71,0,0
56,15,31,1008,SE,10.73,0,0
45,14,32,1008,SE,15.65,0,0
46,13,32,1007,SE,20.57,0,0
39,14,32,1007,SE,25.49,0,0
49,14,31,1006,SE,30.41,0,0
49,15,30,1006,SE,34.43,0,0
62,16,29,1007,SE,37.56,0,0
59,16,27,1007,SE,39.35,0,0
58,17,26,1007,SE,41.14,0,0
59,18,25,1008,SE,42.93,0,0
60,18,25,1008,SE,44.72,0,0
72,18,22,1007,SE,46.51,0,0
71,18,23,1007,SE,48.3,0,0
90,18,23,1007,SE,51.43,0,0
120,18,22,1007,SE,53.22,0,0
123,18,21,1007,cv,0.89,0,0
132,18,21,1007,cv,1.34,0,0
144,19,21,1008,NE,0.89,0,0
154,20,22,1008,SE,1.79,0,0
160,20,25,1008,SE,3.58,0,0
124,20,26,1007,SE,5.37,0,0
95,18,28,1008,cv,1.79,0,0
80,19,28,1007,cv,3.58,0,0
72,19,30,1006,SE,3.13,0,0
70,18,31,1006,SE,6.26,0,0
58,16,31,1005,SE,10.28,0,0
53,17,31,1004,SE,13.41,0,0
54,16,31,1003,SE,18.33,0,0
44,15,31,1003,SE,23.25,0,0
33,17,29,1003,SE,26.38,0,0
46,16,28,1003,SE,30.4,0,0
42,17,28,1004,SE,33.53,0,0
55,18,27,1005,SE,36.66,0,0
15,18,22,1006,NW,7.15,0,1
18,18,21,1005,cv,0.89,0,2
17,19,21,1004,NE,1.79,0,0
22,18,21,1004,NW,1.79,0,0
22,18,20,1005,NE,1.79,0,0
24,18,20,1004,cv,0.89,0,0
21,17,19,1004,NW,0.89,0,0
28,18,19,1004,NW,2.68,0,0
31,18,19,1004,NE,0.89,0,0
31,19,22,1004,NW,1.79,0,0
24,19,24,1005,cv,0.89,0,0
25,19,25,1004,SE,1.79,0,0
39,18,27,1004,cv,0.89,0,0
38,18,29,1004,cv,1.78,0,0
37,17,30,1003,NW,3.13,0,0
36,17,31,1003,SE,1.79,0,0
32,17,33,1002,cv,1.79,0,0
30,16,33,1001,cv,3.58,0,0
23,16,33,1000,SE,4.02,0,0
20,18,33,1000,SE,8.94,0,0
28,17,32,1000,SE,13.86,0,0
43,18,31,1001,SE,18.78,0,0
53,19,29,1001,SE,20.57,0,0
49,19,27,1002,SE,22.36,0,0
53,20,26,1003,NE,1.79,0,0
78,20,25,1003,NE,3.58,0,0
86,19,24,1004,NW,1.79,0,0
65,20,23,1004,NW,5.81,0,0
58,19,23,1004,NW,10.73,0,0
53,18,22,1004,NW,13.86,0,0
26,18,22,1004,NW,16.99,0,0
20,18,21,1005,NW,20.12,0,0
12,18,21,1005,NW,21.91,0,0
13,18,25,1005,NW,23.7,0,0
12,16,27,1006,NW,27.72,0,0
12,15,29,1006,NE,4.02,0,0
6,11,31,1006,NW,4.92,0,0
11,13,33,1005,NW,9.84,0,0
6,11,32,1005,NE,4.02,0,0
6,11,34,1004,cv,1.79,0,0
11,11,33,1003,NE,4.02,0,0
10,10,34,1003,SE,1.79,0,0
9,10,34,1002,SE,3.58,0,0
9,11,34,1002,SE,5.37,0,0
14,12,33,1002,cv,0.89,0,0
21,16,29,1002,cv,1.34,0,0
22,16,26,1003,cv,2.23,0,0
23,12,31,1004,NW,1.79,0,0
27,14,29,1005,SE,3.13,0,0
42,15,23,1005,NW,1.79,0,0
50,17,21,1005,cv,0.45,0,0
57,17,20,1005,cv,0.9,0,0
29,14,22,1005,NW,1.79,0,0
26,13,21,1005,NW,3.58,0,0
23,12,20,1005,NW,5.37,0,0
18,10,23,1005,NE,4.02,0,0
15,12,21,1006,NW,3.13,0,0
12,11,25,1006,NW,6.26,0,0
17,10,27,1007,NE,3.13,0,0
8,11,29,1007,NE,6.26,0,0
10,11,31,1007,cv,0.89,0,0
12,12,32,1007,SE,3.13,0,0
19,13,32,1006,SE,6.26,0,0
21,12,33,1006,SE,9.39,0,0
30,13,33,1005,cv,0.89,0,0
33,13,32,1004,SE,1.79,0,0
28,12,32,1004,SE,3.58,0,0
24,13,31,1004,SE,6.71,0,0
31,16,29,1005,SE,8.5,0,0
40,17,27,1005,cv,0.89,0,0
29,18,26,1006,SE,0.89,0,0
64,17,26,1006,SE,2.68,0,0
38,16,28,1006,NW,3.13,0,0
19,15,28,1007,NW,7.15,0,0
23,18,22,1008,SE,5.81,0,1
13,18,21,1007,NE,3.13,0,2
15,17,21,1007,cv,0.89,0,0
21,18,20,1007,NE,3.13,0,0
18,18,21,1007,NE,4.02,0,1
19,18,20,1008,SE,0.89,0,2
38,18,20,1008,cv,0.89,0,3
36,19,20,1008,NE,3.13,0,4
36,19,20,1008,SE,3.13,0,5
53,18,20,1009,SE,4.92,0,6
55,18,20,1009,NE,3.13,0,7
43,18,20,1009,NW,1.79,0,8
38,18,20,1009,NW,4.92,0,9
26,18,19,1009,NW,8.05,0,10
17,18,20,1008,NE,1.79,0,11
17,18,20,1008,NW,3.13,0,0
15,18,21,1008,NW,4.92,0,0
19,18,23,1008,cv,1.79,0,0
21,18,23,1008,NW,1.79,0,0
24,18,21,1008,SE,0.89,0,0
24,18,20,1008,SE,1.78,0,0
26,18,20,1009,cv,0.89,0,0
24,17,19,1009,cv,1.78,0,0
21,17,18,1009,NE,0.89,0,0
29,17,18,1009,NW,1.79,0,0
19,16,18,1009,cv,0.89,0,0
22,16,18,1009,NE,1.79,0,0
22,16,17,1009,NW,1.79,0,0
16,16,17,1008,NW,4.92,0,0
28,15,17,1008,cv,0.89,0,0
35,16,17,1009,cv,1.34,0,0
17,17,19,1009,NW,3.13,0,0
25,17,22,1009,NW,6.26,0,0
27,17,23,1009,NW,8.05,0,0
26,18,25,1009,cv,0.89,0,0
26,17,26,1008,cv,1.78,0,0
28,18,27,1008,SE,1.79,0,0
42,17,29,1007,SE,4.92,0,0
48,17,29,1007,SE,8.94,0,0
31,18,30,1006,SE,13.86,0,0
27,17,30,1005,SE,19.67,0,0
26,17,29,1005,SE,24.59,0,0
35,16,28,1005,SE,28.61,0,0
32,17,28,1006,SE,33.53,0,0
38,18,27,1006,SE,36.66,0,0
37,16,27,1007,NW,3.13,0,0
26,16,23,1006,cv,0.89,0,0
17,17,21,1007,cv,1.78,0,0
32,17,21,1006,SE,1.79,0,0
26,18,20,1006,cv,0.45,0,0
34,18,19,1006,NE,0.89,0,0
32,17,19,1006,NW,1.79,0,0
23,17,18,1006,cv,0.89,0,0
35,17,18,1007,NE,0.89,0,0
71,17,19,1007,cv,0.89,0,0
102,19,21,1008,cv,1.78,0,0
121,19,23,1008,NE,1.79,0,0
114,19,25,1008,NE,4.92,0,0
64,19,27,1008,cv,0.89,0,0
47,17,29,1007,NE,1.79,0,0
26,15,31,1007,cv,0.89,0,0
17,14,32,1006,cv,1.78,0,0
12,13,32,1006,SE,1.79,0,0
17,14,32,1005,SE,4.92,0,0
34,14,32,1005,SE,8.05,0,0
48,15,31,1005,SE,12.07,0,0
22,17,24,1005,SE,13.86,0,0
30,18,23,1005,cv,0.89,0,0
27,19,22,1006,cv,1.78,0,0
24,19,22,1006,cv,2.67,0,0
28,19,22,1007,SE,1.79,0,0
33,19,23,1007,SE,3.58,0,0
55,19,23,1007,SE,6.71,0,0
70,18,22,1007,cv,0.89,0,0
71,19,21,1007,cv,1.78,0,0
88,18,20,1007,NW,1.79,0,0
82,18,21,1008,NW,3.58,0,0
52,17,20,1008,NW,5.37,0,0
46,17,20,1008,NW,7.16,0,0
33,19,22,1009,cv,0.45,0,0
37,19,24,1009,NE,1.79,0,0
49,18,26,1009,NE,3.58,0,0
71,17,29,1009,cv,0.89,0,0
68,18,31,1009,cv,1.78,0,0
48,18,31,1008,cv,2.67,0,0
44,19,32,1008,cv,3.56,0,0
38,18,32,1007,cv,6.69,0,0
28,16,33,1006,SE,3.13,0,0
52,16,33,1006,SE,6.26,0,0
63,17,32,1006,SE,9.39,0,0
56,18,31,1006,SE,12.52,0,0
61,19,28,1006,SE,14.31,0,0
74,19,27,1007,cv,0.89,0,0
80,19,24,1007,SE,0.89,0,0
89,20,26,1008,SE,2.68,0,0
97,20,25,1008,cv,0.89,0,0
172,22,25,1008,SE,3.13,0,0
209,21,25,1008,SE,4.92,0,0
72,21,25,1008,SE,8.05,0,0
19,18,22,1008,SE,11.18,0,0
23,17,23,1009,SE,16.1,0,0
31,17,22,1010,SE,20.12,0,0
27,17,20,1011,NE,1.79,0,0
33,18,23,1010,cv,0.89,0,0
38,17,24,1010,NE,1.79,0,0
36,18,25,1010,NE,4.92,0,0
39,18,27,1010,NW,1.79,0,0
44,17,29,1010,NW,3.58,0,0
37,17,30,1010,cv,1.79,0,0
36,17,30,1010,SE,3.13,0,0
28,16,30,1009,SE,8.05,0,0
38,16,30,1009,SE,12.97,0,0
23,16,30,1009,SE,16.1,0,0
20,16,30,1010,SE,19.23,0,0
20,17,28,1010,SE,22.36,0,0
35,18,27,1010,SE,24.15,0,0
44,18,26,1011,SE,25.94,0,0
55,18,24,1012,cv,0.89,0,0
73,19,24,1011,NE,0.89,0,0
81,19,23,1011,cv,0.89,0,0
93,19,22,1011,SE,0.89,0,0
91,19,22,1012,SE,1.78,0,0
51,19,22,1012,NE,0.89,0,0
56,18,21,1012,NE,1.78,0,0
56,17,22,1011,cv,0.45,0,0
34,17,20,1012,NW,3.13,0,0
35,17,20,1012,NW,4.92,0,0
27,17,22,1012,NW,8.94,0,0
26,17,24,1013,NE,1.79,0,0
39,17,25,1013,NE,3.58,0,0
35,18,27,1013,cv,0.89,0,0
38,19,28,1012,SE,1.79,0,0
59,19,28,1012,SE,3.58,0,0
69,19,29,1012,SE,6.71,0,0
80,18,29,1011,SE,9.84,0,0
74,19,30,1010,SE,12.97,0,0
NA,18,30,1010,SE,16.99,0,0
NA,18,30,1010,SE,21.01,0,0
65,18,29,1010,SE,24.14,0,0
71,18,28,1011,SE,28.16,0,0
71,18,27,1011,SE,31.29,0,0
74,18,25,1012,SE,33.08,0,0
57,16,26,1012,SE,37.1,0,0
60,16,26,1012,SE,40.23,0,0
74,17,23,1012,SE,42.02,0,0
61,18,22,1012,SE,42.91,0,0
66,18,21,1011,cv,0.89,0,0
74,18,21,1012,NE,1.79,0,0
88,18,20,1011,SE,0.89,0,0
94,18,21,1012,cv,0.89,0,0
97,19,20,1012,SE,0.89,0,0
111,19,22,1012,NE,0.89,0,0
107,19,25,1013,NW,3.13,0,0
123,19,27,1013,NW,4.92,0,0
97,19,29,1013,cv,0.89,0,0
93,20,30,1012,cv,1.78,0,0
78,19,30,1012,cv,3.57,0,0
69,19,32,1011,SE,4.02,0,0
61,18,33,1010,SE,7.15,0,0
55,17,33,1010,SE,11.17,0,0
48,17,32,1009,SE,16.09,0,0
13,16,32,1009,SE,20.11,0,0
59,17,31,1009,SE,24.13,0,0
74,17,29,1009,SE,28.15,0,0
80,19,28,1010,SE,32.17,0,0
84,19,28,1010,SE,35.3,0,0
78,19,26,1010,SE,37.09,0,0
70,19,26,1010,SE,38.88,0,0
73,19,25,1010,SE,40.67,0,0
71,19,25,1010,SE,42.46,0,0
68,19,23,1010,SE,44.25,0,0
88,19,22,1010,SE,46.04,0,0
99,19,22,1009,SE,46.93,0,0
104,19,21,1010,SE,48.72,0,0
106,19,21,1010,SE,49.61,0,0
115,19,23,1010,NE,0.89,0,0
112,19,25,1010,cv,0.89,0,0
114,20,27,1010,cv,1.78,0,0
107,21,28,1010,SE,1.79,0,0
99,21,30,1010,cv,1.79,0,0
81,19,32,1009,SE,4.92,0,0
69,18,32,1008,SE,9.84,0,0
69,17,33,1007,SE,14.76,0,0
77,16,33,1006,SE,20.57,0,0
NA,17,33,1006,SE,25.49,0,0
NA,18,32,1006,SE,30.41,0,0
NA,18,31,1006,SE,34.43,0,0
NA,18,29,1007,SE,37.56,0,0
NA,19,28,1007,SE,40.69,0,0
NA,19,28,1007,SE,42.48,0,0
NA,19,27,1008,SE,45.61,0,0
NA,19,27,1008,SE,47.4,0,0
NA,19,26,1008,SE,50.53,0,0
99,19,25,1007,SE,52.32,0,0
112,20,24,1007,cv,0.45,0,0
119,20,23,1007,SE,1.79,0,0
122,20,23,1007,SE,2.68,0,0
133,20,23,1007,cv,0.89,0,0
133,20,23,1007,NE,0.89,0,0
140,20,24,1007,cv,0.89,0,0
153,21,24,1008,cv,1.78,0,1
173,21,25,1008,cv,2.67,0,0
169,21,27,1008,cv,3.56,0,1
163,20,29,1008,cv,4.45,0,0
138,20,31,1006,SE,1.79,0,0
141,21,32,1006,SE,3.58,0,0
137,21,32,1005,SE,5.37,0,0
134,21,32,1005,SE,10.29,0,0
123,21,32,1005,SE,14.31,0,0
113,20,32,1005,SE,18.33,0,0
115,20,32,1005,SE,20.12,0,0
123,21,29,1006,SE,21.91,0,0
145,20,29,1008,NE,5.81,0,0
69,17,24,1009,SE,4.92,0,0
19,16,25,1009,SE,9.84,0,0
26,17,24,1008,NW,4.92,0,0
22,17,24,1008,NW,9.84,0,0
23,18,23,1008,NE,1.79,0,0
21,17,23,1008,NE,4.92,0,0
23,18,21,1008,cv,0.89,0,0
18,18,20,1008,cv,1.78,0,0
24,18,20,1008,NW,1.79,0,0
30,18,20,1008,NW,3.58,0,0
19,19,22,1009,NW,5.37,0,0
23,19,24,1009,NE,1.79,0,0
19,19,25,1009,cv,0.89,0,0
22,19,26,1009,cv,1.78,0,0
31,20,27,1009,cv,2.67,0,0
42,19,27,1008,cv,3.56,0,0
41,19,27,1007,SE,1.79,0,0
56,19,28,1007,SE,4.92,0,0
72,19,28,1006,cv,0.89,0,0
76,19,28,1006,SE,3.13,0,0
87,20,28,1006,cv,0.89,0,0
91,20,27,1005,SE,1.79,0,0
97,20,27,1006,SE,3.58,0,0
110,20,25,1006,cv,0.89,0,0
124,21,24,1006,SE,0.89,0,0
123,21,24,1007,cv,0.45,0,0
110,21,24,1006,SE,0.89,0,0
115,21,24,1006,SE,2.68,0,0
120,21,24,1006,SE,3.57,0,0
149,22,25,1006,SE,6.7,0,1
142,21,23,1006,cv,0.89,0,0
142,21,22,1006,cv,1.78,0,0
128,20,22,1006,cv,2.67,0,0
120,21,22,1006,NE,0.89,0,0
138,21,22,1006,cv,0.89,0,0
134,20,24,1006,cv,1.78,0,0
153,20,26,1006,cv,2.67,0,0
133,21,28,1006,cv,3.56,0,0
134,21,29,1006,cv,5.35,0,0
116,20,30,1005,SE,1.79,0,0
106,19,32,1004,cv,1.79,0,0
87,18,32,1003,cv,2.68,0,0
83,19,32,1003,SE,3.13,0,0
108,19,31,1003,SE,6.26,0,0
95,20,32,1003,SE,9.39,0,0
104,21,31,1003,SE,11.18,0,0
118,21,30,1004,SE,14.31,0,0
133,22,28,1004,SE,16.1,0,0
151,23,27,1005,cv,0.89,0,0
171,22,27,1006,SE,1.79,0,0
35,18,25,1006,NW,7.15,0,0
26,19,24,1006,NW,11.17,0,1
20,18,22,1006,NE,1.79,0,2
25,19,22,1005,NW,4.92,0,0
31,19,22,1006,NW,8.05,0,0
35,20,22,1006,cv,0.89,0,0
39,20,22,1007,SE,3.13,0,0
45,20,22,1007,SE,4.02,0,0
29,20,22,1007,cv,0.89,0,0
3,19,24,1008,NW,4.02,0,0
6,15,27,1007,NW,8.94,0,0
7,12,27,1007,NW,14.75,0,0
5,12,31,1007,NW,17.88,0,0
4,11,30,1007,cv,0.89,0,0
8,12,32,1006,cv,4.02,0,0
6,12,32,1006,cv,5.81,0,0
10,12,32,1005,cv,6.7,0,0
7,12,32,1005,cv,8.49,0,0
6,12,30,1006,SE,3.13,0,0
7,15,29,1006,SE,6.26,0,0
12,17,27,1007,SE,8.05,0,0
17,19,26,1008,SE,11.18,0,0
46,19,26,1009,SE,12.97,0,0
44,17,24,1010,SE,14.76,0,0
38,18,23,1010,cv,0.89,0,0
25,18,22,1010,SE,0.89,0,0
16,18,22,1010,NE,0.89,0,0
27,18,21,1010,NE,1.78,0,0
24,17,20,1011,NW,1.79,0,0
27,16,19,1011,NW,3.58,0,0
19,16,18,1011,NW,5.37,0,0
15,16,18,1011,NW,8.5,0,0
16,17,22,1012,NW,11.63,0,0
17,14,24,1012,NE,3.13,0,0
17,12,27,1012,NW,3.13,0,0
10,11,29,1012,NW,8.05,0,0
7,11,30,1012,NE,4.02,0,0
7,11,31,1011,NW,4.02,0,0
9,9,32,1011,NW,8.04,0,0
7,8,32,1010,cv,1.79,0,0
9,9,32,1009,SE,1.79,0,0
6,8,32,1009,SE,3.58,0,0
6,9,31,1009,SE,5.37,0,0
8,9,30,1009,SE,7.16,0,0
11,9,29,1010,SE,11.18,0,0
18,9,28,1011,SE,15.2,0,0
21,11,27,1012,SE,19.22,0,0
30,11,27,1012,SE,23.24,0,0
26,13,22,1012,NE,1.79,0,0
26,14,21,1013,cv,0.89,0,0
41,15,19,1013,cv,1.34,0,0
35,15,19,1012,SE,1.79,0,0
39,14,18,1013,NW,1.79,0,0
40,13,18,1013,NW,3.58,0,0
23,13,16,1013,NW,6.71,0,0
27,13,17,1014,NW,9.84,0,0
15,14,21,1014,NW,13.86,0,0
19,13,25,1014,NW,15.65,0,0
19,12,27,1014,NW,18.78,0,0
17,10,30,1014,NW,20.57,0,0
17,10,32,1014,cv,0.89,0,0
13,9,33,1013,cv,1.78,0,0
10,7,34,1013,NE,1.79,0,0
6,5,35,1012,cv,1.79,0,0
8,4,35,1012,cv,4.92,0,0
10,4,35,1011,cv,6.71,0,0
6,5,34,1011,cv,7.6,0,0
13,8,32,1011,SE,1.79,0,0
19,7,30,1012,SE,5.81,0,0
27,8,29,1012,SE,8.94,0,0
31,9,30,1012,SE,12.07,0,0
29,9,28,1012,SE,15.2,0,0
39,13,22,1013,NE,1.79,0,0
57,14,21,1013,SE,1.79,0,0
71,15,20,1013,cv,0.45,0,0
68,15,19,1013,cv,1.34,0,0
79,14,19,1013,cv,1.79,0,0
89,14,18,1013,cv,2.68,0,0
45,13,17,1013,cv,3.13,0,0
31,13,17,1013,NW,1.79,0,0
21,15,19,1014,NW,4.92,0,0
27,13,25,1014,NW,8.05,0,0
24,13,27,1014,NE,1.79,0,0
